,Unnamed: 0,urls,captions,comments,likes,labels
146,146,https://scontent-sea1-1.cdninstagram.com/vp/ed4c82532578a675b5ce5109fe17eb88/5C72C789/t51.2885-15/e15/s480x480/43654663_933726303480545_6373215345681903236_n.jpg?ig_cache_key=MTg5ODk4MjQ3MzI2MzIyNDEzOA%3D%3D.2,Photo by @dguttenfelder | A caracal rests in golden grass at Tanzania’s Ngorongoro crater. #onassignment  for @natgeoExpeditions #natgeoexpeditions .,1434,562960,"['wildlife', 'fauna', 'mammal', 'ecosystem', 'jackal', 'wilderness', 'grass', 'organism', 'prairie', 'ecoregion']"
147,147,https://scontent-sea1-1.cdninstagram.com/vp/1c81d35d2dc596999b5fc9e9816e54c6/5C801596/t51.2885-15/e15/c180.0.720.720/s480x480/43913278_250542552278269_5682634606230640373_n.jpg?ig_cache_key=MTg5ODkwNDQzODQ5NjU3OTA3NA%3D%3D.2.c,"Photo by @nicholesobecki | Ayan Abdi shares a laugh with her closest friend Maryan Hassan, a teacher at Horyaal Secondary School in Dadaab refugee camp, Kenya. Both women applied for a @wusc_eumc scholarship to study in Canada last year, but only Ayan was accepted. Two friends, both of who had lived most of their lives confined to one of the world’s largest refugee camps on the Somali border, both trying to find a way out. On that day their path divided. Ayan had won the golden ticket to a new life, and Maryan would remain in Dadaab. It was a bittersweet moment after following their application process for months. We recently received news that I’m thrilled to share here. After applying again for this highly competitive scholarship Maryan was accepted and will join Ayan in Canada to study, and gain a pathway to resettlement. Sometimes, against all the odds, the good gals win. #welcomerefugees  #education  #kenya  #somalia  #canada ",973,220976,"['yellow', 'religion', 'temple', 'monk', 'religious institute', 'human behavior']"
148,148,https://scontent-sea1-1.cdninstagram.com/vp/108e11d95e0bff247f0cc460b6be1111/5C6777E1/t51.2885-15/e15/c180.0.720.720/s480x480/43653368_1068700676644500_3333874409422719601_n.jpg?ig_cache_key=MTg5ODgzMzgwMDAwOTIyMDI3MQ%3D%3D.2.c,"Photo by Aaron Huey @argonautphoto | The Procession Panel petroglyph on Comb Ridge, in Southern Utah. I could literally hear the footsteps of the spirits as I lay waiting in the dark for the Milky Way to crawl across the sky early on this morning. Ancestral Puebloans carved the panel likely between 500 and 700 A.D. Part of our cover story in this month's issue about the recent National Monument reductions and the ""battle for the American West."" This site, and Comb Ridge, remain in the Monument. Follow @argonautphoto to see more ancient art and structures from Bears Ears.",1207,410711,"['sky', 'rock', 'atmosphere', 'star', 'geological phenomenon', 'earth', 'formation', 'terrain', 'geology', 'canyon']"
149,149,https://scontent-sea1-1.cdninstagram.com/vp/83f3bb3f9c2273b0b67c7f36be1cfd15/5BEF3371/t51.2885-15/e15/c236.0.607.607a/s480x480/43378329_2200127446923681_4809348848545659732_n.jpg,"Video by @drewtrush | Wait for it……🔊on! • • • A cougar scares off a group of eagles feeding on an elk kill and you can hear the alarm call of the raven's warning.…. Perhaps the best part of my job is the relationships that I get to form with the folks that I’ve worked with. @yellowstone_cougar_project has been one of the best groups of researchers I’ve had the pleasure of being around. Dr. Dan Stahler, and (soon to be Dr.) Colby Anton @cobblestonetosandweasel have led a group of dedicated scientists and technicians with the goal of learning more about the cougars of @yellowstonenps northern range. I helped iron out the kinks in their camera trapping operation in the beginning with the help of an @insidenatgeo grant, and now we just can’t quit talking about how much fun we had, as well as how these animals continue to amaze us. We're so thankful we can share it with you. #gratitude  #cougars  #cats  #catsofinstagram  #justwait  #commonground  #publiclands ",1181,232958,
150,150,https://scontent-sea1-1.cdninstagram.com/vp/afba3b200d251724b31b316f5a17b083/5C8A7148/t51.2885-15/e35/c0.134.1080.1080/s480x480/43913220_182412309329657_736775752386543629_n.jpg?ig_cache_key=MTg5ODY3NTQ4ODY5NjkzMjcyOQ%3D%3D.2.c,"Photo by @jimmy_chin | Those of you that have seen @freesolofilm will likely never forget this moment...Those of you that haven’t will have to wait and see… Imagine climbing 2000 feet up the sheer face of El Capitan without a rope only to face the most difficult and tenuous climbing above. @alexhonnold stands on a small pedestal before the Boulder Problem and takes a moment to breathe. As today’s NYTimes Op Ed states: “The film is a drug. It causes your pupils to dilate, your palms to sweat, and your mind to boggle. Even as you know that Honnold is going to make it to the top, you can’t believe what you’re seeing — a young man, millimeters from extinction, transforming the unthinkable into the sublime. “Free Solo” is 97 minutes long and if you could hold your breath the whole time you probably would.” #FreeSolo  continues it’s expansion nationwide this weekend. Hit www.freesolofilm.com to find a theater near you. Hold on to your seats... Shot on assignment for @natgeo. To see more photography from #freesolo , follow @jimmy_chin #committed ",2711,400949,"['climbing', 'rock climbing', 'rock', 'sport climbing', 'adventure', 'tree', 'rock climbing equipment', 'outcrop', 'escarpment', 'formation']"
151,151,https://scontent-sea1-1.cdninstagram.com/vp/b3a3f0b357bfe3487839f7191ed05487/5C6DC133/t51.2885-15/e15/c176.0.727.727/s480x480/43748731_2256920101048321_2830761827504601596_n.jpg?ig_cache_key=MTg5ODU3NzU2MzEyNDM4MTgzMw%3D%3D.2.c,"Photo by @chien_chi_chang | I have been working in New York’s Chinatown since 1992—for more than 26 years—and it is still a project in progress. I have followed and photographed twenty families in Chinatown, and those relationships are now culminating in a tri-generational drama. The people in these pictures were all willing to sacrifice their immediate comfort to realize the dream of giving their children a """"better"""" life. Some of that first wave of immigrants have now returned to China to enjoy the rest of their lives in prosperity, with family members they have not seen for decades. Others are trying to live the American dream. #MagnumPhotos  #cccontheroad ",613,156101,"['fun', 'recreation', 'performance', 'girl', 'competition event', 'world', 'event', 'play']"
152,152,https://scontent-sea1-1.cdninstagram.com/vp/a7db19d0789c6487ee26605237c963d1/5C6BCE90/t51.2885-15/e15/c0.133.1080.1080/s480x480/43913032_2155989121332100_5245019587812064412_n.jpg?ig_cache_key=MTg5ODQ4NjQxNzk4NzYwNzA2NA%3D%3D.2.c,"Photo by @renan_ozturk | Really cool to see our #TheLastHoneyHunter  film, from the @natgeo feature article, make the IDA (International Documentary Association) short list along with so many other incredible docs. The film is still on the festival tour but we will keep y’all posted when mainstream distribution is locked in! ~ Pictured here is The Last Honey Hunter himself, Mauli Dhan, after his final honey harvest and probably the last one for his shamanistic culture in remote eastern Nepal. Witnessing him climb rope-less on wet rock while being swarmed by hundreds of thousands of bees to continue the tradition of gathering hallucinogenic honey was nothing short of magical. ~ With Director @ben_knight, @jetbutterflies @camp4collective @feltsoulmedia @travisrummel @taylorfreesolo @sadiequarrier",436,181508,"['temple', 'tribe']"
153,153,https://scontent-sea1-1.cdninstagram.com/vp/f01bbe674b7832bb462a076d55a1a302/5C7D5099/t51.2885-15/e15/s480x480/43486878_262157034497276_1666652913050228048_n.jpg?ig_cache_key=MTg5ODM3NTY3MzA0NDI5MjI0Mw%3D%3D.2,"Photo by Muhammed Muheisen @mmuheisen | Sleeping under a mosquito net outside her family’s tent in a camp north of Athens, Greece. 21-month-old Afghan refugee Anna Rahmoni. For more photos and videos of the refugee crisis follow me @mmuheisen and @everydayrefugees #everydayrefugees  #muhammedmuheisen ",470,218163,"['water', 'water feature', 'mosquito net', 'fountain', 'fun', 'tree']"
154,154,https://scontent-sea1-1.cdninstagram.com/vp/a95aee7df19db9f0ae5cac85d7ab76b5/5C7F767E/t51.2885-15/e15/c0.133.1080.1080/s480x480/43778666_402717120264569_6024524399526096728_n.jpg?ig_cache_key=MTg5ODMwNTY0NTYxNTk5MTM5Ng%3D%3D.2.c,"Photo by @Hammond_Robin for @ICRC | “As we fled, I lost my husband,” says 27-year-old Iraqi mother of six Sara Ali describing the battle that engulfed her village. “Now, he is missing. It is better to live under siege than to lose a husband.” Sara poses in front of a blanket her mother gave her as a wedding present. As Sara and her family fled the fighting, the men were separated from the women and children. Eight months later, Sara and her children returned home to find it had been looted. They live in poverty awaiting the return of her husband. “I hope that you will never witness what we have experienced in this war.” . With the end of combat operations, Iraq is hoping to break the cycles of violence that reach back to the Iran-Iraq war of the 1980s. These conflicts have caused immense suffering for civilians: millions have fled their homes, livelihoods have been destroyed and large numbers have been killed and wounded. . Men make war; women live with the consequences. At least that is the way it is largely perceived. While living with and reacting to those consequences, women are hardly passive victims, though. They grieve, they fight against the suffering, and many find they are forced to re-invent themselves, shedding an old identify and forging a new one shaped by war. . The International Committee of the Red Cross is a humanitarian organization working on all sides of conflict to alleviate people’s suffering. To see more from the A Woman’s War project, go to @ICRC",2010,213135,"['outerwear', 'peach']"
155,155,https://scontent-sea1-1.cdninstagram.com/vp/ddf23376cb2b2913c7dae766e6b03dc8/5C6920E2/t51.2885-15/e15/c180.0.720.720/s480x480/43914058_283888599001155_6485147395223862096_n.jpg?ig_cache_key=MTg5ODIyNTAwNjA3ODE5NzEzOQ%3D%3D.2.c,"Photo by @edkashi | From 2010, from my project showing issues around land, forests, and lack of development in Madagascar. This scene along the road in a semi forested area features zebu, a prized animal distinct to Madagascar. These cattle are used for milk, meat, and working the land. #edkashi  #Madagascar  #fromthearchives  #tbt  #travel  #onassignment  #environment  #sustainability  #azafady  #zebu  #cattle  #farming  #eden  #paradise  #sustainability ",373,220413,"['herd', 'nature reserve', 'wildlife', 'pasture', 'wilderness', 'grassland', 'sky', 'savanna', 'national park', 'rural area']"
156,156,https://scontent-sea1-1.cdninstagram.com/vp/551df140cbbf5275c35300133743e4cc/5BEF2CE8/t51.2885-15/e15/43914438_1744108895717275_3281986048541292798_n.jpg,"Wild_Life with @bertiegregory // Argued to be the busiest beach in the world, St Andrews bay is home to over 400,000 king penguins. It’s hard to believe that in 1925, just 1,100 kings were counted here. This is what happens when environmental conditions are right and you protect a place. Hats off to the South Georgia Government and all the awesome NGOs that have contributed to this success story. Pictured is one of these adult king penguins feeding its chick. The meal probably consists of their primary prey here, lanternfish. // Check out the new season of Wild_Life at natgeo.com/wildlife.",3385,335923,
157,157,https://scontent-sea1-1.cdninstagram.com/vp/5edadcf3e33709df3416c30da39a2041/5C8AD3EC/t51.2885-15/e15/c181.0.717.717/s480x480/44189223_1024854611028071_4640441164453068315_n.jpg?ig_cache_key=MTg5NzkyNzk4MjAwMjA1ODk1MA%3D%3D.2.c,"Photo by @CristinaMittermeier | I visited this village in #Brazil  several times over the course of a few years and was fascinated by this young girl, who, on each visit, I would find with a new animal companion. Kayapo communities are matriarchal and girls learn primarily from their mothers and sisters. These girls may have fewer opportunities than girls elsewhere, but that doesn’t stop them from living their lives to the fullest. In my travels, I am constantly amazed by the strength and courage exhibited daily from girls and women I meet from across the world. #Kayapo  #enoughness  #nature  #photography ",1042,341300,"['eye', 'black hair', 'neck', 'parrot', 'girl', 'human', 'smile', 'beak', 'macaw', 'portrait photography']"
158,158,https://scontent-sea1-1.cdninstagram.com/vp/d8c19d5830502b8c265d3b0652730a2e/5C89A46D/t51.2885-15/e15/c180.0.720.720/s480x480/43985484_1792709964173641_310246429942110464_n.jpg?ig_cache_key=MTg5Nzg1MjQxMTYwNzk1NjU2NQ%3D%3D.2.c,"Photo by @joelsartore | You are looking at a one-year-old female Eurasian red squirrel who currently resides at @wildwoodtrustuk and is destined for release back into the wild in Wales. Once released, she will be monitored by scientists and tracked with a radio collar to make sure she thrives. This species is protected by the Wildlife and Countryside Act of 1981, yet habitat loss and the spread of disease is causing a population decline. Wildwood Trust has joined forces with a number of conservation organizations to combat this trend and has successfully bred and released red squirrels into the wild. These reintroductions are helping to safeguard the species against national extinction. Special thanks to @greenteenteam.",2527,433719,"['fauna', 'squirrel', 'mammal', 'rodent', 'tail', 'chipmunk', 'wildlife', 'organism', 'snout', 'fur']"
159,159,https://scontent-sea1-1.cdninstagram.com/vp/51a5f769930fd38dee99438663a6ea93/5C6386BE/t51.2885-15/e15/c0.133.1080.1080/s480x480/43608417_2280605125345716_1609368671706544598_n.jpg?ig_cache_key=MTg5Nzc3ODkxNzExMDM0MjkzMA%3D%3D.2.c,"Photo by @Hammond_Robin for @ICRC | “I am a victim and I am a survivor,” says Eufamia Cullamat from Surigao del Sur province in Mindanao, Philippines. Three years ago, Eufamia watched as her cousin, an anti-mining activist, was shot in the head in front of her village. Now, the 57-year-old farmer carries on his cause to stop extraction companies from encroaching on their land. “The only thing we’re asking for is respect and our right to make our own decisions,” she says. // For nearly five decades, the Philippine government has been engaged in armed conflicts in the southern region of Mindanao. The prolonged conflicts, rooted deeply in disputes over land, political and religious ideology, have resulted in thousands of people being killed, with many more enduring repeated displacement and hardship. // Men make war; women live with the consequences. At least that is the way it is largely perceived. Women are hardly passive victims though. They grieve, they fight against the suffering, and many find they are forced to re-invent themselves, shedding an old identify and forging a new one shaped by war. // This work was made with the support of the International Committee of the Red Cross, a humanitarian organization working on all sides of conflict to alleviate people’s suffering. To see more from the A Woman’s War project, go to @ICRC",463,155383,"['pink', 'headgear', 'tradition', 'temple', 'magenta', 'costume']"
160,160,https://scontent-sea1-1.cdninstagram.com/vp/cd8c04b3b6cccfbe6a264c9f9ee020a0/5C79A173/t51.2885-15/e15/c160.0.760.760/s480x480/43726865_567692480351100_6131981072865316501_n.jpg?ig_cache_key=MTg5NzcwMTQxMDA3ODk0ODM1MQ%3D%3D.2.c,"Photo by @amivitale | In 2014, I witnessed a group of Samburu warriors encounter a rhino for the first time in their lives at Lewa Wildlife Conservancy (@lewa_wildlife). Only their grandfathers saw rhinos in the wild and these young men had never even seen a photo of one. Based on stories and their own imaginations, they expected the young rhinos to be as big as elephants, as dangerous as lions and for their horns to be flexible, like an elephant's trunk. Much-needed attention has been focused on the plight of wildlife, but very little has been said about the indigenous communities on the frontlines of the poaching wars. The Nature Conservancy in Africa (@nature_africa), the Northern Rangelands Trust (@nrt_kenya) and Lewa are doing incredible work to strengthen these communities, who hold the key to saving Africa's great animals. Together we can work to save them - visit and support the communities that protect them. Follow @amivitale @lewa_wildlife @olpejeta @nrt_kenya @nature_org @sandiegozoo to learn about the incredible work being done to protect and preserve these ancient creatures @conservationorg @tusk_org @kenyawildlifeservice @thephotosociety @natgeo @nature_org @sandiegozoo @sdzsafaripark @nature_africa #WorthMoreAlive  #protectrhinos  #DontLetThemDisappear  #rhinos  #saverhinos  #stoppoaching  #kenya  #northernkenya  #magicalkenya  #africa  #everydayafrica  #worldrhinoday  #photojournalism  #amivitale ",857,319586,"['elephants and mammoths', 'mammal', 'elephant', 'wildlife', 'indian elephant', 'terrestrial animal', 'safari', 'national park', 'tree', 'jungle']"
161,161,https://scontent-sea1-1.cdninstagram.com/vp/aae5fd5baa623fd7eacae2968df08008/5C803BAE/t51.2885-15/e15/c135.0.810.810/s480x480/43820733_277715889526539_9202608582437421408_n.jpg?ig_cache_key=MTg5NzYyNjk1MTMyNjI1MDY1OQ%3D%3D.2.c,"Photo by @simonnorfolkstudio | The City of Matera, Basilicata, Italy. Known as ""la Città Sotterranea"" (the Subterranean City), the city is centred on the ""Sassi di Matera"" (meaning ""The Stones of Matera""). The Sassi originate from a prehistoric troglodyte settlement, and are suspected to be some of the first human settlements in Italy, Indeed, Matera is the only place in the world where people can boast to be still living in the same houses of their ancestors of 9,000 years ago. Miserably poor throughout the centuries, and a burden on the national psyche, the Sassi were forcibly cleared in the 1950s, but in recent years have seen the return of tourists, boutique hotels and Hollywood film crews. Matera is a candidate for European Capital of Culture for 2019. Follow @simonnorfolkstudio for updates, outtakes, unpublished and archive material. @simonnorfolkstudio @natgeo #photojournalism  #documentaryphotography  #simonnorfolk  #worldmonuments  #archaeology  #matera  #italy  #prehistoric  #unesco  #renovation  #restoration  #conservation  #caves  #cavedwellers  #history  #worldheritage  #heritage  #simonnorfolkstudio  #Sassi  #documentary  #reportage ",1631,432450,"['town', 'city', 'sky', 'historic site', 'cityscape', 'village', 'evening', 'night', 'tourism', 'unesco world heritage site']"
162,162,https://scontent-sea1-1.cdninstagram.com/vp/14f58355c961358c9634a29f0d8968c6/5C6D28E4/t51.2885-15/e15/c98.0.883.883a/s480x480/43666353_181924239393917_389349617467748883_n.jpg?ig_cache_key=MTg5NzU1MTc2ODMxNzk1NTYwMw%3D%3D.2.c,"Photo by David Chancellor @chancellordavid | Samburu Lmuget, sasaab village, northern Kenya - I met Jeneria Lekilelei (centre of frame) over a decade ago now whilst sitting under a tree in northern Kenya. I was, I’ll admit, pretty lost. What at first was a slightly nervous moment as this warrior simply came and sat next to me, has over the years developed into a deep respect both for the man and his work with @ewasolions in the Samburu, northern Kenya. The African lion population has declined by 43% in the last 20 years and lions now occupy only 8% of their historical range in Africa. The estimated numbers of lions across Africa are approximately 20,000. In Kenya, the national population now numbers less than 2,000 individuals. At current rates of decline, the species could become extinct here within the next two decades. This reduction in lion numbers is primarily due to habitat loss and conflict with humans, typically when lions kill people’s livestock. Lions and other large carnivores are wide-ranging species, and designated protected areas are often not large enough to ensure their long-term survival. It is crucial, therefore, that conservation of these species, as well as their prey, is addressed throughout the landscape, which not only incorporates protected areas, but also the surrounding areas where local people live. @ewasolions is dedicated to conserving lions and other large carnivores by promoting co-existence between people and wildlife, they work hand-in-hand with local communities to provide education, training and improved conservation practices that help people and wildlife, using sound science to help guide the long-term conservation of lions across community conservancies and protected areas in northern Kenya, and I love their work 👍🏿👍🏼💚to see more of it, follow me here @chancellordavid @thephotosociety @natgeo @everydayextinction @ewasolions #conserving  #conservation  #carnevores  #northernkenya  #kenya ",593,250200,"['people', 'tribe', 'tradition', 'recreation', 'tourism', 'ritual']"
163,163,https://scontent-sea1-1.cdninstagram.com/vp/8ea7f96ff88374275b3c0beb6603f0cd/5C78D8F9/t51.2885-15/e15/c176.0.727.727/s480x480/43778286_1773377629434556_7384765115684088578_n.jpg?ig_cache_key=MTg5NzQ3NDU5MDkwOTcwMjQ0Mw%3D%3D.2.c,"Photo by @chien_chi_chang | I have been working in New York’s Chinatown since 1992—for more than 26 years—and it is still a project in progress. Immigration is often propelled by suffering. To witness the shifting patterns of populations is to see the world in all its exigencies—war, natural disasters, repression, famine, poverty and persecution. But there is a rainbow at the bottom of that Pandora’s box of troubles; hope, too, propels immigrants to settle in strange lands. I should know: I am one myself. I have followed and photographed twenty families in Chinatown, and those relationships are now culminating in a tri-generational drama. The people in these pictures were all willing to sacrifice their immediate comfort to realize the dream of giving their children a ""better"" life. Some of that first wave of immigrants have now returned to China to enjoy the rest of their lives in prosperity, with family members they have not seen for decades. Others are trying to live the American dream. The common thread, the universal quality in this work, is the essential human need to hold hope in your hands. #MagnumPhotos  #cccontheroad ",264,129251,"['temple', 'night', 'girl', 'darkness']"
164,164,https://scontent-sea1-1.cdninstagram.com/vp/ac8b0ac06e14096c781dd36bfb13b594/5C7C4BBE/t51.2885-15/e35/c166.0.667.667/s480x480/43778687_284348615748113_3746736055572920724_n.jpg?ig_cache_key=MTg5NzM1OTE0MTU1MjAzNzU4MA%3D%3D.2.c,"Photo by @katieorlinsky // #sponsored  by @t._rowe_price // I have been working in Alaska for close to five years, and even though a lot of that work includes following trails across thousands and thousands of miles, I have only explored a tiny fraction of the largest state. Yet somehow this photo feels as familiar to me as a snapshot of the Brooklyn Bridge. I often fly along this same route through these same mountains in the same bush plane. From way up high, I fantasize about how I would know exactly where I was if I found myself in the valleys thousands of feet below. The reality of course is that I have no idea what lies beneath me in the beautiful and brutal landscape of the Alaska Range, or for that matter the majority of Alaska's approximate 50 million square miles of wilderness. // T. Rowe Price goes beyond to gain an understanding of what lies beneath the surface of investment opportunities. Check out today's story to learn more and visit natgeo.com/gobeyond",486,262649,"['sky', 'aerial photography', 'fell', 'arctic', 'highland', 'ice cap', 'mountain', 'glacial landform', 'atmosphere', 'geological phenomenon']"
165,165,https://scontent-sea1-1.cdninstagram.com/vp/99819a8832b276f5e4a9644039bf1d76/5C84D70B/t51.2885-15/e35/c123.0.833.833/s480x480/43778895_180678172813941_6882199286983426365_n.jpg?ig_cache_key=MTg5NzI1MjY4MzcwNzA5OTUxMg%3D%3D.2.c,"Photo by Muhammed Muheisen @mmuheisen | A group of unaccompanied refugee minors from Afghanistan sleep on the ground of a train platform at the railway station where they took shelter last year in Belgrade, Serbia. This image was part of my story Young and Stranded which was published in December issue of @natgeo Magazine. For more photos and videos of the refugee crisis follow me @mmuheisen, @everydayrefugees and @mmuheisenpublic #everydayrefugees  #muhammedmuheisen ",1320,184543,"['urban area', 'wall', 'vehicle', 'tree', 'grass', 'outdoor structure', 'street', 'road', 'plant']"
166,166,https://scontent-sea1-1.cdninstagram.com/vp/4ca87fe00c0d113b0ae74da9d43d4d84/5C678CAA/t51.2885-15/e15/c181.0.718.718a/s480x480/43103384_1967361143564253_2524829169947695236_n.jpg?ig_cache_key=MTg5NzE3MjU1NDkzNTk3NDQyNg%3D%3D.2.c,"Photo by Aaron Huey @argonautphoto | Grand Gulch winds snake-like through 60 miles of sandstone on Cedar Mesa in #BearsEarsNationalMonument , Utah. Archeological finds in the Gulch reveal thousands of years of human habitation, primarily as the home to the Ancestral Pueblo people, and still contains many of the remains of their homes, kivas, and granaries. Concentrations were especially high in the Basketmaker II period starting in 500 BCE. To see some of the rock art left behind, and to hear interpretations of the stories they still tell today follow @argonautphoto.",737,349397,"['rock', 'geological phenomenon', 'tree', 'geology', 'badlands', 'bedrock', 'outcrop', 'wood', 'igneous rock', 'formation']"
167,167,https://scontent-sea1-1.cdninstagram.com/vp/0b04ce702157b7596c3266b8e52e1447/5C6490D5/t51.2885-15/e15/c180.0.720.720/s480x480/43754912_576743892781944_330234909731024277_n.jpg?ig_cache_key=MTg5NzA5NzM3OTA5MDQ0NjU5Ng%3D%3D.2.c,Photo by @beverlyjoubert | A ferocious snarl and a formidable reminder that a lioness is not to be underestimated. The dominant Duba Plains male wants to mate with her but she's having none of it and is letting him know in no uncertain terms. It's a process that can go on for some time. #lioness  #bigcatsarenotpets  #snarl  #Okavangolions  #nottoday ,2761,746003,"['wildlife', 'terrestrial animal', 'lion', 'mammal', 'fauna', 'wilderness', 'masai lion', 'grass', 'grassland', 'big cats']"
168,168,https://scontent-sea1-1.cdninstagram.com/vp/d139ef61bdc18e075ca66f7b218131c8/5C8A0521/t51.2885-15/e15/s480x480/43064236_246766946197515_9172229148846488677_n.jpg?ig_cache_key=MTg5NzAyMTgwODYxMzY2NTM5Nw%3D%3D.2,"Photo by @TimLaman. | A rain forest stream, Gunung Palung National Park. This park in the Indonesian province of West Kalimantan, is one of Indonesia’s treasures. With what some say is the best remaining example of true lowland rainforest in all of Borneo, its biodiversity is extraordinary. Along with my partners from BTNGP, @YayasangPalung @OneForest, and @saveGPorangutans, I’m working to document the biodiversity of this park that includes an extraordinary variety of forest types, from mangroves by the sea, through lowland dipterocarp forest like along this river, and up to the montane forest at the mountain summits. Stay tuned to @TimLaman for a lot more from #GunungPalung . #GunungPalungNationalPark , #Indonesia , #Kalimantan , #rainforest , #Borneo , #IndonesiaBiodiversity ",1057,475649,"['water', 'nature', 'vegetation', 'nature reserve', 'ecosystem', 'stream', 'forest', 'reflection', 'creek', 'rainforest']"
169,169,https://scontent-sea1-1.cdninstagram.com/vp/865ace3297e957c12de781dbec2d3f5b/5C63A284/t51.2885-15/fr/e15/s1080x1080/43143654_280704202567562_402891106718650075_n.jpg?ig_cache_key=MTg5NjkwMTIyNDI0MzY2MDg5Ng%3D%3D.2,"Photo by @williamalbertallard | South Dakota, 2006. The picture of hunters seen in their blaze orange garments, shotguns held aloft, just beyond the pickup truck in the foreground with a pheasant rooster lying still alongside a bale of straw, was not published in the essay I did called ""Hunters,"" published in the November, 2007 issue of National Geographic. Both the magazine designer and I wanted this to be the lead picture but it lost out to another image of mine featuring hunters in a vast central Montana field rehabbed by the conservation group @pheasants_forever. The beauty of the pheasant is apparent in even in death although the brilliance of its coloration I believe lessens in death. When I was assigned to do the photography for this essay I really thought it would be popular with readers. I feared the recoil by those who might find killing a deer, such a graceful and docile animal, very distasteful if displayed in the magazine. I could not have been more wrong. The story ""Hunters"" received more mail than any other story published that year and response by readers was six to one positive. I believe the reason was very much influenced by the information given in the article about how hunting is part of the overall effort of conservation and managing wildlife in our country; from license fees wildlife refuges are helped to benefit bird watchers and those who simply enjoy the many areas set aside for wildlife habitat. #followme  @williamalbertallard for more images of ""Hunters"" and other assignments spanning a five-decade career. @thephotosociety #hunter  #pheasants  #southdakota  #pheasanthunting  #birdhunting  #blazeorange  #onassingment ",2243,202814,"['bird', 'recreation', 'water bird']"
170,170,https://scontent-sea1-1.cdninstagram.com/vp/32941c19741cccacb4a974c4a95415f5/5C8046C9/t51.2885-15/fr/e15/s1080x1080/44768022_353128865459591_87591011035721842_n.jpg?ig_cache_key=MTg5Njg1NTYyODQyNTY2MTI1MA%3D%3D.2,"Photo by @stevewinterphoto | Jaguars love the water - this male jag is looking for caiman for his dinner - shot in August in the Pantanal of Brazil. Our animal family is so much like us - they find mates, they have kids, they have to feed themselves and their families. If we can find a way to believe they think, feel and have emotions we will all be better humans. We need to treat them better and find a way to ensure their future on this planet. They are keystone species in their ecosystems, though we as humans are not. Jaguars are the 3rd largest of the big cats. Found from US / Mexico border to northern Argentina. Jaguars have rebounded in this area where 95% of the land is privately owned. In the past many ranchers would kill the cats when they ate their cattle. Today in this area tourism brings in much more money to the local economy than cattle ranching. So the jaguar population is increasing. But revenge killings of jaguars happen close to this area and all throughout the jaguars range. Also poaching for skins, bones and teeth is growing for the first time since the 1970’s to feed the demand for people who think they receive the “power of the jaguar through their teeth”, Chinese Traditional Medicine and now Luxury items from endangered species. “When the buying stops, the killing can too.” @wildaid My first story with big cats was the 1st @natgeo Jaguar story 20 years ago! It has changed my life working with the magical and magnificent cats of the world. Animals have emotions just like we have. Follow me @stevewinterphoto to see more images and THANKS! @stevewinterphoto @natgeo @nglive #nglive  @natgeochannel @natgeowild @thephotosociety @natgeocreative @africanparksnetwork @jaguar #jaguar  @pantanalsafaris",2777,936373,"['wildlife', 'jaguar', 'fauna', 'mammal', 'ecosystem', 'nature reserve', 'leopard', 'terrestrial animal', 'bank', 'beak']"
171,171,https://scontent-sea1-1.cdninstagram.com/vp/29915a7b17cab96b7f245b63bace3c83/5BEF03F8/t51.2885-15/e15/43769684_242909503046594_91268725092766983_n.jpg,"Video by @amivitale | Happy Birthday Reteti Elephant Sanctuary (@r.e.s.c.u.e)! Everyone celebrate! It has been an amazing privilege to witness the growth and development of Reteti. In just two short years, the sanctuary has gone from being a tiny refuge to a world renowned facility that has helped rescue and nurture more than 34 elephant calves all while driving the growth of all-important community based conservation throughout northern Kenya. Thank you for following along on this journey and supporting Reteti every step of the way. Learn more about how you can get involved and help support this vital initiative by following @amivitale @r.e.s.c.u.e & @conservationorg @natgeo @natgeocreative @thephotosociety @nature_africa @nrt_kenya @tusk_org @kenyawildlifeservice @sandiegozoo #elephant  #saveelephants  #retetielephants  #stoppoaching  #kenya  #northernkenya  #magicalkenya  #whyilovekenya  #africa  #everydayafrica  #photojournalism  #amivitale ",4606,458310,
172,172,https://scontent-sea1-1.cdninstagram.com/vp/814741848fdba762e37809515942c6bb/5C692731/t51.2885-15/fr/e15/s1080x1080/43820767_1941090886192643_5215106791059201938_n.jpg?ig_cache_key=MTg5NjUyMzQ0MzQwNzU2ODUwNQ%3D%3D.2,"Photo by @PaulNicklen | A pod of narwhals gathers at the surface for a quick breath before returning under the sea ice. These beautiful and elusive whales can be recognized by their unicorn-like tusk, which is used as a tool to hunt their primary prey: polar cod. Narwhals rely heavily on the presence of sea ice as the polar cod life cycle is completely tied to the ice. It’s heartbreaking to realize the spiral of consequences associated with the impacts of climate change, especially as it relates to one of our oceans most majestic marine animals. From the Arctic to the Antarctic, the planet's polar regions are under threat from climate change. See some of my latest work on the Antarctic on the Nat Geo site. #narwhal  #whale  #arctic  #climatechange ",1921,469303,"['black and white', 'water', 'photography', 'monochrome photography', 'monochrome', 'sky', 'ice', 'freezing', 'rock', 'earth']"
