,date,author,quote,comment
1806,August 2014,abacomike,No Quote,We have friends who are in wheelchairs....they are a couple. She has been a doctor and he sells insurance. They meet us at restaurants or at home. They fly or drive back and forth to their place in Florida. They do a lot of volunteer work. They never complain and get more out of life than a lot of people without any disadvantages. They adopted two children. When I hear someone complain I think they should watch these people.
1807,August 2014,oldfarmer50,"@driver100 said:
OF, were you having a problem finding pictures of a 2015 Mustang? Just google ""image 2015 ford mustang""
Here is one pix, but there are lots;
Even pricing info at Edmunds
edmunds ford/mustang/2015/",On a car note he found a car he can drive (besides their large van). He got an older Monte Carlo with the largest door possible. He can get the wheelchair into the back and still get into the car.
1808,August 2014,oldfarmer50,No Quote,"OF, were you having a problem finding pictures of a 2015 Mustang? Just google ""image 2015 ford mustang""
Here is one pix, but there are lots;"
1809,August 2014,driver100,"@oldfarmer50 said:Thanks, but it wasn't pictures I was looking for it was actual road tests and reviews. I want to see one in person too.
Those are nice pics though.",Even pricing info at Edmunds
1810,August 2014,venture,"@oldfarmer50 said:
If you get the feeling that used car prices are getting crazy, you're right.",edmunds ford/mustang/2015/
1811,August 2014,graphicguy,No Quote,"Thanks, but it wasn't pictures I was looking for it was actual road tests and reviews. I want to see one in person too. Seem to be taking forever for them to arrive at dealers."
1812,August 2014,stever,No Quote,Those are nice pics though.
1813,August 2014,imidazol97,No Quote,"If you get the feeling that used car prices are getting crazy, you're right."
1814,August 2014,stever,No Quote,In 2006 I purchased a 2000 Chrysler Concorde with 61k miles from a dealer for $6850.
1815,August 2014,henryn,"@venture
I was at my dealers yesterday for an oil change and was talking to my sales guy. He was on his computer looking at auctions and was complaining about how much money the used cars were going for. He said he bid on 22 vehicles and only got 4 of them.","Today I see this CL ad.
http://albany.craigslist.org/cto/4609702943.html"
1816,August 2014,sterlingdog,"@nyccarguy said:
Just wanted to let you guys know that I'm changing my profile pic for a little bit to show support & solidarity for Mike. I thought the pink ribbon license plate was appropriate for our forum. If anybody would like, I'll gladly email the image if you'd like to do the same.",Granted it's a two year newer model but it's twice as old as my 2000 was when I bought it for the same price with less milage.
1817,August 2014,sterlingdog,"@Kirstie_H said:
Ignore the aggregate 4-star rating - our ratings system has so many variables to check that it's possible to have a vehicle with awful mechanical and build quality issues receive a high aggregate rating. Seems that transmission and electrical problems are a very common complaint.",Are we still feeling the reverberations from fewer new cars being sold during the recession?
1818,August 2014,sterlingdog,"@tyguy said:
We considered dropping the Eyesight option, but several discussions in the last two weeks have changed our minds. The final discussion that swung me towards Eyesight was actually a candidate I was interviewing for a position reporting to me at work, and he was recovering from a significant accident that would have been prevented with Eyesight. At that point I made the decision that if I could afford a safety system that may save my family, myself, or others the pain and agony related to a preventable accident, then I must act on that ability and choose safety over leather or hatred for a sunroof.
So, we went down a trim level to Premium and opted out of the leather. We can add aftermarket leather later if it bothers us, but considering the van we’re replacing is fabric and we’ve been happy for 12 years, I don’t anticipate doing so.
Once we picked our trim level over the weekend, I worked up the pricing on an Excel sheet with the options, MSRP, Invoice, and my target price. I also researched contact info for 7 dealers near us. In the process of choosing the Outback, we had visited 2 different local dealers with 2015s in stock that gave us a perspective of the Premium vs Limited, and we decided to give them first shot. We visited one Saturday, but he told us they were blocked by Subaru from ordering Eyesight due to heavy demand and limited supplies. We checked that finding with others and confirmed we could indeed order, we just couldn’t expect delivery until later in the year when Subaru caught up.
Today I emailed both those two local dealers with my options and the price I thought was fair, which was 3% under invoice plus TTL. I arrived at that number by reading the online forums and choosing a slight aggressive figure knowing I had time to wait if needed. Gratefully, one came back right away with a positive confirmation that we can order and at a price that was just $50 higher than what I quoted. I was fine with that number, and tonight we’ll head over to place the order into Subaru’s system along with a deposit.
Exciting! I’m thinking delivery will probably be late October, hopefully in time for me to apply Opti-Coat 2.0 before the temperatures become too cold to properly cure it. Eyesight has been delayed and the only deliveries with the option have been demo cars for the press. Time will tell.","There is some good information about the 2015 Mustang, but, it looks like no one has driven one who can write a review yet.
The inside looks pretty nice too:"
1819,August 2014,sterlingdog,@dino001 said:,
1820,August 2014,sterlingdog,@driver100 said:,"Lots of good basic info at the friendly Edmunds site;
EDMUNDS - 2015 ALL NEW REDESIGNED MUSTANG"
1821,August 2014,sterlingdog,@dino001 said:,"In the cons it reminded me of a CR review. Cramped rear seat.....well, if you are buying a Mustang did you expect it to be like a limo inside?"
1822,August 2014,abacomike,"@driver100 said:
I said to the Mercedes salesman, that was easy. You came up right away with the right trade in number, and no hesitation on 4% off why wouldn't I just go for it.",Pros
1823,August 2014,graphicguy,"@stever said:
Interesting. graphicguy, are you getting here on a desktop, tablet or phone?
Actually it may be best if you report this via the Help link and put all those kinds of details in there. That way the issue will find its way to the right IT section faster. Thanks.","Wide range of engine options; new rear suspension promises better handling and ride dynamics; more refined interior.
Cons"
1824,August 2014,stever,No Quote,No lighter than before; cramped rear seat.
1825,August 2014,imidazol97,No Quote,What's New for 2015
1826,August 2014,oldfarmer50,"@sterlingdog said:
...certain complexion...",The Ford Mustang has been fully redesigned for 2015.
1827,August 2014,bwia,No Quote,"Unfortunately, I can't arrange for one to come to your house so you can see it in person"
1828,August 2014,laurasdada,"@graphicguy said:
Then again, tell Sony about that. They already went down that road with Beta.",I was at my dealers yesterday for an oil change and was talking to my sales guy. He was on his computer looking at auctions and was complaining about how much money the used cars were going for. He said he bid on 22 vehicles and only got 4 of them.
1829,August 2014,sterlingdog,@henryn said:,"Kirstie, kyfdx, steve...."
1830,August 2014,tyguy,No Quote,"Just a quick note, I use Yahoo as my browser. Not every time, but most times when I put Edmunds into the search bar, Yahoo reports back that ""Edmunds"" is not an authorized Yahoo web site and to enter at my own risk."
1831,August 2014,sterlingdog,"@abacomike said:
fezo said:

""Go to Sloan on Monday and my platelets had shot up 17,000 points. Almost makes them to where they were before the episode. Slow and steady once again.""

Good to hear you feel like you are feeling better, fez. As far as Sloan Kettering, it's a great hospital.

I wish I could get my son in there, but his insurance is somewhat restrictive. He is supposed to be officially transferred from Eisenhower Medical Center in Rancho Mirage to the Loma Linda medical complex in the Inland Empire (Riverside County). They are supposed to be the best for his medical condition. Laser is also an option for him.

Stay well and keep in touch.",To Mike and Fezo: Thinking about you both and keeping you in my prayers.
1832,August 2014,driver100,"@sterlingdog said:I see that you finally have a chance to try out the Cadillac.
Richard",Richard
1833,August 2014,sterlingdog,"@driver100 said:
This doesn't do it justice but gives an idea of Crystal grey interior with black trim","I had good intentions but I never actually made it to the Caddie dealer, the Jag dealer, or the bmw dealer. I guess you haven't caught up in all the posts yet or you would know.
btw...nice to have you back for now."
1834,August 2014,driver100,"@abacomike said: you got a great price, driver - getting 4% off MSRP on a brand new model is not an easy task","I did try the A6, and when we got to the Mercedes dealer, which we thought was a long shot to begin with, we were surprised to find it was exactly what we were looking for. You know when you put a suit on and it just feels right...little things that are hard to explain."
1835,August 2014,abacomike,No Quote,"I like large windows to get a sense of light, seats go high to get a high position, the feel of the road but a little softer ride, elegant with styling that is to our taste."
1836,August 2014,fezo,No Quote,"I could have kept looking, and at one time I would have tried them all, but, I really don't think I could find a car that suited us. I think the fact we moved quickly helped us get the good deal too....the salesman had us before we could change our mind."
1837,August 2014,driver100,"@sterlingdog said:Driver, congratulations on a beautiful purchase. I know that you will enjoy it. It's a fine automobile.
Richard","Driver, congratulations on a beautiful purchase. I know that you will enjoy it. It's a fine automobile."
1838,August 2014,driver100,"@abacomike said:

Remember, the E400 takes the place of the E550 here in the U.S. That means it will come standard with the Premium Pkg, Lane Tracking and Blind spot Monitors, Leather Seating, 18"" AMG Wheels with all-season tires, heated and ventilated seats, and fold-down rear seats. All of the above are extra cost options on the E350.

Additionally, they added a rear spoiler, Burl Walnut wood trim, wood/leather steering wheel, the lighting pkg which includes full LED lights and adaptive lighting, Harman Kardon surround sound, parking assist pkg. W/surround view camera and wheel locks.

It's a 2WD, not a 4-MATIC.",Richard
1839,August 2014,abacomike,No Quote,"Now that you mention it, he ran down the price and options, and subtracted the trade, added in extras. He gave me what I was hoping to get for the trade in, and then I said, well if you can take 4% off which bmw and Audi did for us in the past, you will have sold a car. He hesitated, and then he said I can do that."
1840,August 2014,driver100,"@abacomike said:Besides, it is obvious that Canadian cars have different packages with different equipment.","Like I just wrote to Richard, I think he sensed I wasn't there to B.S., he had me in the showroom ready to sign, and if he messed it up at that point they could lose the sale. There's another dealer 20 minutes away."
1841,August 2014,mako1a,No Quote,"That $69990 price is interesting. Mine was based on a 2014 E350, but will stay at 4% off whatever the price happens to me. The E350 was $66800 and they all have AWD here."
1842,August 2014,stickguy,No Quote,"They can hold out for full MSRP on a new one, but, I would just shop until I found a dealer who will give me the discount.....might not find one but I think someone would rather make 4% and get the service work than get nothing - besides, it was a very easy sale from someone ready to buy."
1843,August 2014,berri,No Quote,Richard - the other thing people don't realize about convertibles is that some of the best rides in them are at night. Nothing against the sun - it's my favorite star - but rides under the stars are great.
1844,August 2014,abacomike,No Quote,Today I had the great misfortune to see a Jeep Wrangler in that same orange as that Dart. Talk about eyeslaughter. Fortunately on my way home it was on my blind side. I was never so grateful for the mostly useless eye.
1845,August 2014,oldfarmer50,No Quote,"Thanks Richard. I asked the Audi salesman about the Cadillac CTS and he said it is a great car, it will have more gadgets on it than you will know ever existed. He said it is a great car and you will save $10 to $15K, but, it just won't feel quite the same. Depends on how important that is."
1846,August 2014,imidazol97,The message thing on my account might not be the best way to communicate though. I was looking at the number next to that little icon for 4 days not knowing it meant someone sent me a message.,"All the other things he said seemed to be true, so I believed him. Still, I would have liked the chance to try the Caddie and Jag, but a bird in the hand.............."
1847,August 2014,driver100,"@mako1a said:
_ I also got the wooden steering wheel _","The Packages are different here. I got the Premium Pkge but that gives me Blind spot, lane track, choice of wood or aluminum trim, harmon kardon sound and surround camera I think."
1848,August 2014,oldfarmer50,No Quote,"I can't get a copy of the options, only the dealer has it. I also got the wooden steering wheel with a flat bottom. I don't need a car that stops when the cruise is on, or that parks itself, etc."
1849,August 2014,driver100,"@oldfarmer50 said:
This has to be some sort of record. Talk about The Walking Dead.
http://albany.craigslist.org/cto/4619904431.html",I'll know more when they publish the actual list.
1850,August 2014,houdini1,"@oldfarmer50 said:
This has to be some sort of record. Talk about The Walking Dead.
http://albany.craigslist.org/cto/4619904431.html","No problem, I appreciate the help. You helped sort out the 400/550 situation. I also feel good that you think I did well getting the 4% off. They gave in fairly easily so I wondered if I should have tried for 5% or 6% off. I am happy with 4 and I think I am satisfied."
1851,August 2014,imidazol97,@houdini1 said:,I know you loved your Mercedes and so that gave me a lot of confidence in the product.
1852,August 2014,bwia,No Quote,All help is useful and appreciated.
1853,August 2014,fezo,No Quote,_ I also got the wooden steering wheel _
1854,August 2014,isellhondas,@driver100 said:,top it off with this and be a real cool cat
1855,August 2014,mako1a,No Quote,Nothing like a knacker knob to dress up a new car
1856,August 2014,driver100,"@mako1a said:
oldfarmer, found your Mustang. Don't know why, but Katy, TX has always been the first town to get the newest Mustangs.
http://www.cars4sale.pro/detail/us/ocAUBcBUpnUAArUorYBn/2015-Ford-Mustang-GT-Premium-automatic-20-wheels-navigation",What good is it if you don't have a bench seat
1857,August 2014,driver100,"@houdini1 said:He should have said, ""Lots of miles, but all highway"".","Imidazol97,"
1858,August 2014,oldfarmer50,"@mako1a said:
oldfarmer, found your Mustang. Don't know why, but Katy, TX has always been the first town to get the newest Mustangs.
http://www.cars4sale.pro/detail/us/ocAUBcBUpnUAArUorYBn/2015-Ford-Mustang-GT-Premium-automatic-20-wheels-navigation",Thanks for the additional info.
1859,August 2014,mako1a,No Quote,The message thing on my account might not be the best way to communicate though. I was looking at the number next to that little icon for 4 days not knowing it meant someone sent me a message.
1860,August 2014,oldfarmer50,"@mako1a said:
Sweet! But $42k? That's too rich for me.
olfarmer, my 2013 was $37 something without NAV, but I gotta tell you I think those 20 inch wheels look tacky. I would pass on an even trade for that one.",top it off with this and be a real cool cat
1861,August 2014,ab348,No Quote,"Speaking of Ford, yet another recall on the Escape, and also the Focus ST. From Automotive News:"
1862,August 2014,explorerx4,No Quote,"DETROIT -- Ford Motor Co. has issued its 11th recall on the 2013 Escape crossover, this time because a wiring problem could cause the engine to hesitate or stall."
1863,August 2014,ab348,"@explorerx4 said:
ab348, That's what Ford gets for using a GM supplier(Delphi). Ignition switches might ring a bell.","The recall covers 159,395 Escapes and Focus ST hatchbacks from the 2013 and 2014 model years with turbocharged 2.0-liter engines in North America. Ford said the engine wiring harnesses may have “splices that were insufficiently compressed during the supplier manufacturing process,” which can affect engine performance by sending incorrect signals to the powertrain control module."
1864,August 2014,driver100,@ab348 said: Ford said. No injuries or crashes are linked to the problem. Dealers are being instructed to replace the wiring splices,"The defect could result in problems including stalling, reduced engine power, hesitation or illumination of the engine-malfunction indicator light, Ford said. No injuries or crashes are linked to the problem. Dealers are being instructed to replace the wiring splices."
1865,August 2014,ab348,No Quote,"Flaws that other recalls on the Escape have addressed include fluid leaks that could cause an engine fire, doors that can open while the vehicle is moving and rollover airbags that may not deploy quickly enough."
1866,August 2014,driver100,No Quote,"@ab348, That's what Ford gets for using a GM supplier(Delphi). Ignition switches might ring a bell."
1867,August 2014,imidazol97,"@mako1a said:
oldfarmer, found your Mustang. Don't know why, but Katy, TX has always been the first town to get the newest Mustangs.
http://www.cars4sale.pro/detail/us/ocAUBcBUpnUAArUorYBn/2015-Ford-Mustang-GT-Premium-automatic-20-wheels-navigation",GM hasn't owned Delphi in a decade. I don't think anyone put a gun to Alan Mulally's head to force him to use them regardless.
1868,August 2014,explorerx4,No Quote,How come we are now picking on Ford? I stopped driving a bmw because they catch on fire.
1869,August 2014,oldfarmer50,"@driver100 said:
How come we are now picking on Ford? I stopped driving a bmw because they catch on fire.",I thought 11 recalls on a single vehicle was worthy of some kind of an award.
1870,August 2014,oldfarmer50,"@driver100 said:
Speaking of Ford, there was a good article about the 2015 Lincoln MKC....how could anyone remember that name. It was written by David Booth, and says the MKC is just a tarted up Escape, though there are some good things about it.","Speaking of Ford, there was a good article about the 2015 Lincoln MKC....how could anyone remember that name. It was written by David Booth, and says the MKC is just a tarted up Escape, though there are some good things about it."
1871,August 2014,stickguy,No Quote,"btw...this is a good article to read to understand the concept of ""feel of the road""."
1872,August 2014,driver100,"@explorerx4 said:
ab348, @ driver100. Have your fun, maybe there is some kind of climate change effect going on north of the border.
We drove our 2013 Escape with 2.0, 2500 miles last week and it's a great vehicle.",Here are some comments at random:
1873,August 2014,driver100,"@stickguy said:
Farmer, mustangs are fine. Since you are a senior make sure to get whitewall sand a vinyl roof.","Oh, to be sure, the push-button transmission thing is an arriviste’s attempt at class (not to mention a blatant rip-off of Ford’s yesteryear) and I still find the Sync system’s graphics a little cheap."
1874,August 2014,driver100,@imidazol97 said:Odd they have the car listed and have a VIN but the Ford dealer does not have this or any 2015 Mustangs in their inventory.,"Buy into the EcoBoost myth because Ford’s turbocharging augments performance if you must, but only a fool would believe that you’ll also conserve gasoline."
1875,August 2014,Mr_Shiftright,No Quote,"But the steering still feels more isolated than a North Korean dictator. You know you’re in control because the horizon tilts less when you attack corners, but there’s so little feedback through the wheel that you don’t know whether the economy is really booming or you just ran over a scurry of innocent squirrels."
1876,August 2014,oldfarmer50,"@stickguy said:
Farmer, mustangs are fine. Since you are a senior make sure to get whitewall sand a vinyl roof.","As much as Lincoln has balanced the ride and handling equation, driving the MKC still feels a little video-game-ish; your mind manages the direction through visual cues but there’s absolutely no tactile feedback."
1877,August 2014,oldfarmer50,"@driver100 said:
whoever Katey is","That said, it probably doesn’t matter much to the average crossover buyer; Acura’s MDX feels equally disassociated and it has remained a best-seller for years."
1878,August 2014,driver100,"@oldfarmer50 said:
Driver, Katey is a town in Texas.",Lincoln’s brand is so thoroughly tarnished that really good and solid are simply not strong enough adjectives to start getting people out of their Audis.
1879,August 2014,driver100,No Quote,"Full article at;
-review-2015-lincoln-mkc-2"
1880,August 2014,bwia,"@Mr_Shiftright said:
The Big Three, or 2.5, still doesn't get it. When you tarnish or cheapen or debase a brand or product name, you can never restore it to former glory (see Cadillac, Lincoln, Imperial, Packard, Thunderbird).
exception: Mustang did make a comeback, but it was never a luxury or prestigious vehicle.",
1881,August 2014,driver100,"@Mr_Shiftright said:
The Big Three, or 2.5, still doesn't get it. When you tarnish or cheapen or debase a brand or product name, you can never restore it to former glory (see Cadillac, Lincoln, Imperial, Packard, Thunderbird).
exception: Mustang did make a comeback, but it was never a luxury or prestigious vehicle.","Odd they have the car listed and have a VIN but the Ford dealer does not have this or any
2015 Mustangs in their inventory."
1882,August 2014,driver100,@bwia said:For some reason the domestics believe the alpha numeric nomenclature enhances the prestige of the brand but the opposite is true.,http://autonationfordkaty.com/
1883,August 2014,imidazol97,"@driver100 said:
You mentioned the ATS sales being down this year. Cadillac sales are down a bit overall, but they are selling fewer fleet cars","@ab348, @ driver100. Have your fun, maybe there is some kind of climate change effect going on north of the border.
We drove our 2013 Escape with 2.0, 2500 miles last week and it's a great vehicle."
1884,August 2014,roadburner,"@bwia said:
By the way, Cadillac has introduced a crest-less ATS coupe to help pick up the sales slide in the ATS four sedan which is down 21% this year. As a result they will, or have stopped production for three weeks to help dealers move their bloated inventories.","But the Mustangs are ok, right? Huh? Huh?"
1885,August 2014,roadburner,"@imidazol97 said:
I note that it outsold CLA and the A3. That has to be a positive indicator.",I think the worst thing Lincoln did was to abandon the traditional names for the letters. I can't tell a MKC from a MKZ or an MKX. Caddy does the same thing.
1886,August 2014,abacomike,"@imidazol97 said:
Was behind a black ATS at a busy stop sign with windows down. The sound of that motor was exciting as that driver zipped out between rush hour goin' home traffic and accelerated.",When I heard Eldorado or Town Car I could visualize a specific car. Now it's just alphabet soup.
1887,August 2014,Mr_Shiftright,No Quote,"Farmer, mustangs are fine. Since you are a senior make sure to get whitewall sand a vinyl roof."
1888,August 2014,jayrider,@driver100 said:,"I think David Booth liked the Escape and he found many good things he liked about the MKC as well. He didn't cut up the Escape or MKC, and I can't give any opinion since I know nothin. From what I know and see I like them both........but, both cars don't have ""the feel of the road"" many of us are looking for. Not a problem if you are one of the 80% of drivers who don't find that to be important."
1889,August 2014,driver100,"@jayrider said:
If you like Galaxie XL --- how about a Galaxie 500 XL. My Dad bought a new 65 Coupe with a 390 new. The 64's actually look much nicer and fetch a premium on the classic car market.",Spokes would be nice too!
1890,August 2014,driver100,"@Mr_Shiftright said:But if Jaguar had re-badged a Hillman and put the big cat on the hood,","I was wondering about that too. I doubt if they have the car in stock since they haven't really shipped it seems. My guess is she or he....whoever Katey is, has ordered the car but hasn't actually got it yet. Maybe even testing the waters to see what he/she can get for it."
1891,August 2014,jayrider,@Mr_Shiftright said:,>
1892,August 2014,abacomike,No Quote,I had a great time driving my Grandpa's 61 Hillman Minx. Lot's of road feel and looking back at the flimsy nature of the build-- even a small accident would mean serious injury or death. Those were the days.
1893,August 2014,driver100,@jayrider said:,CAR SHOPPING IN THE DESERT?
1894,August 2014,stickguy,No Quote,"When my son's SO found out I was in the car business, she asked me if I would help her buy a new car while I am out here and have some spare time. I said of course I'd help. She currently drives a Jaguar XJ, about 3 years old, and she wanted something a little more comfortable in the rear for her two kids as they are getting bigger. From what we discussed, it sounded like she did not want a Mercedes or an Audi, but was interested in a Lexus LS460, with or without the ""L"" (longer) body."
1895,August 2014,jayrider,@driver100 said:,"So we went over to the Lexus Dealer and test drove both of them, the regular and the L. For the money and the fact that it is the end of the model year, she preferred the regular sedan over the L."
1896,August 2014,abacomike,No Quote,"I had looked up her car on Manheim and when their first offer came back, they were light about $2000 on her trade, which is to be expected. The car was a dark Maroon (Matador Red) with saddle (Flaxen) perforated leather, walnut wood, and quite loaded, MSRP was $83,719. I researched the invoice on the car and it was $79,900 and I assumed there was trunk money available due to the new models coming out in a few weeks. So brought the trade value up another $2000 and offered them $1400 behind invoice on the car, or $78,500 to be exact. Well, that did not sit well with the salesman, so he goes to the manager who comes out and ""cries"" that I am asking him to sell her a car for less than he paid for it. I said, ""YES"". He said he could not do it."
1897,August 2014,Mr_Shiftright,No Quote,"I countered by stating that he had 10 LS460's out there, all loaded like this one, and mentioned that LS buyers usually don't buy red or close to red cars with saddle interiors. He said he couldn't do it."
1898,August 2014,abacomike,No Quote,"So, we left and went out for breakfast.. While we are eating, my son's SO get a call on her cell phone that they would do the deal for $78,950 less her trade, which remained the same as I had requested. She looked all excited and when she was about to tell him she would take the deal, I stopped her and said, ""NO""! I told her to tell him we are at $78,500, and not a penny more. She told him what I requested and, of course, the manager accepts the deal."
1899,August 2014,driver100,"@abacomike said:""! I told her to tell him we are at $78,500, and not a penny more. She told him what I requested and, of course, the manager accepts the deal.","She dropped me off at the house, and my son and his SO went over to finish signing paperwork etc. I haven't heard from them, so I am assuming everything went well."
1900,August 2014,driver100,"@abacomike said:Yep, I know about British sports cars - not perfect to be sure
Mr_Shiftright‌ said:

""I have a fondness for crappy British cars of the 60s and 70s.""",The car is a gift from her parents so there won't be any funny business in the Finance Dept. with rates or fees. But they seem to deal out here just as they deal back home. What can I say.
1901,August 2014,abacomike,No Quote,"My mother had a 56 Hillman Californian that I learned to drive on, and took my drivers test in."
1902,August 2014,nyccarguy,No Quote,
1903,August 2014,abacomike,No Quote,Probably not quite the same but this is about a 61;
1904,August 2014,stickguy,No Quote,I remember the transmission worked in reverse. They were part of the Rootes Group. Cute little things!
1905,August 2014,Mr_Shiftright,No Quote,10 of a low volume model on the lot when the next year is rolling out means dealing no matter where you are.
1906,August 2014,abacomike,No Quote,"Yep the shifting was ""foreign"" and I have to say that I smoothed out the transmission by grinding the edges of most of the gears. I have no idea where he bought it and as far as parts and warranty concerns -- must not have been on his mind."
1907,August 2014,stickguy,No Quote,@‌jayrider
1908,August 2014,abacomike,No Quote,"I have a fondness for crappy British cars of the 60s and 70s. They are just so....quaint...and eccentric. Back then, Rootes and BL and BMC (who can remember who became what and when?) had no concept of fit and finish and interior trim. The Imp, the Stag, the Marina---one disaster after another. And the strikes and the mediocrity of the management....ay, ay, ay....no wonder the Germans rolled right over them in the marketplace."
1909,August 2014,explorerx4,No Quote,I think the Brits woke up when Rolls Royce went bankrupt in '71. That was scary.
1910,August 2014,stickguy,No Quote,>
1911,August 2014,abacomike,No Quote,"Way to go Mike! They say salesmen are the easiest people to sell to, since you are selling all the time salespeople don't like to give other salesmen a hard time. You weren't a pushover."
1912,August 2014,stickguy,No Quote,"I think you had the situation sized up pretty good. Ten cars to get rid of and this particular one would be slow. Like the Audi salesman said to me, you can get a good deal on last years models when the new ones come out, they don't want to lease 2014s right now. If, you have cash that is King...you got real bargaining power."
1913,August 2014,abacomike,No Quote,"I had a 1960 Sprite, gutless, no trunk, burned through a gallon of oil a week. But it was fun!
Amazing what we can put up with when we were younger."
1914,August 2014,stickguy,No Quote,Back to CCBA Mr. Mike;)
1915,August 2014,driver100,"@abacomike said:So, I just made up my mind to do it. I also checked w/my insurance company and it will cost $150 every 6 months less for the E400","Mike, I would tell you I was shocked. But I try not to lie."
1916,August 2014,driver100,"@explorerx4 said:
Mike,
You just wanted to upstage driver100.",I do like the E class. If I was in the market for this class would get a long look.
1917,August 2014,abacomike,No Quote,"The MGB was the best British car E-V-E-R, in terms of reliability, cost to own, and fun factor for the buck."
1918,August 2014,abacomike,No Quote,I almost cried when I went to the movies one day and saw James Bond driving a Toyota 2000GT. I was ill for a week.
1919,August 2014,sterlingdog,"@fezo said:
Richard - the other thing people don't realize about convertibles is that some of the best rides in them are at night. Nothing against the sun - it's my favorite star - but rides under the stars are great.
Today I had the great misfortune to see a Jeep Wrangler in that same orange as that Dart. Talk about eyeslaughter. Fortunately on my way home it was on my blind side. I was never so grateful for the mostly useless eye.",Not like the 400 isn't still wildly overpowered for normal use. And sounds way more practical and usable.
1920,August 2014,sterlingdog,@oldfarmer50 said:,And dang that dealer played you.
1921,August 2014,sterlingdog,@abacomike said:,"Mike and others: I can't decide between the ATS and the CTS. Except for a little difference in size, I don't see much to distinguish one from the other. Thoughts?"
1922,August 2014,abacomike,No Quote,Richard
1923,August 2014,oldfarmer50,No Quote,"Mike & Driver,"
1924,August 2014,oldfarmer50,"@sterlingdog said:
ATS or CTS?",Congrats to you both. I am awed by the ease with which you guys toss around $60+k. The speed with which you do it is impressive too. I agonize sometimes for years over a new car purchase.
1925,August 2014,bwia,No Quote,
1926,August 2014,imidazol97,No Quote,Orange that looks nice. I could taste an orange when near the car.
1927,August 2014,stever,No Quote,
1928,August 2014,driver100,"@abacomike said:I believe, from what my contact back home at the dealership said, both our cars are being produced the same day - September 8th I believe.",My orange SuperBeetle seemed brighter. Maybe the snap of mine was taken with Fuji film or something.
1929,August 2014,imidazol97,"@stever said:
My orange SuperBeetle seemed brighter. Maybe the snap of mine was taken with Fuji film or something.",That sounds about right...I just wonder who's will come off the line first.
1930,August 2014,driver100,No Quote,"They may be built on a different day or shift, there could be small differences in equipment...so they probably run all the ones the same at the same time"
1931,August 2014,driver100,"@sterlingdog said:You are right about those convertible rides at night. In the hot summer in the South, I never put the top down until evening.","I just got the first package. The extra package stops the car if someone walks in front, and it parks itself I guess. I like my car turning me on but I don't want it to drive itself."
1932,August 2014,henryn,@sterlingdog,Heavy overcast. I did some PaintShopPro on it.
1933,August 2014,houdini1,"@abacomike said:
stickguy said:

""10 of a low volume model on the lot when the next year is rolling out means dealing no matter where you are.""","I got an email from my famous SIL last night. You know the one, the guy who tells me the sunroof stopped working on the car he bought from me 7 years ago and is now 10 years old, like as if it is under warranty still. And, he bought it from the dealer anyway, not directly from me."
1934,August 2014,houdini1,"@abacomike said:
stickguy said:

""Not like the 400 isn't still wildly overpowered for normal use. And sounds way more practical and usable.

And dang that dealer played you.""

YEP! But he doesn't make very much off me though. Usually about a net of $500 after fees. But he does know my weaknesses, as do all of you!","So, I get an email like this;
Do you know someone with a lawn mower I can borrow. Mine broke down and all our neighbours have a service."
1935,August 2014,driver100,"@oldfarmer50 said:
Mike & Driver,
show previous quotes","This is typical SIL. If my lawn mower broke down on Saturday at 4:30 I would race over to a store, spend $150, and get a new one, you will need one anyway. Why borrow one and pick it up and take it back, and then end up buying one anyway? It's what he always does, never gets things fixed until they fall apart and then he tries to borrow....and when he borrows he forgets to give it back or he breaks it and has to buy two new ones."
1936,August 2014,abacomike,"@houdini1 said:
Yep, sounds like that dealer threw ol"" Brier Mike right into the Brier Patch !!","The 10 year old bmw has 150K miles on it. Our daughter has a responsible job that pays very well, and she drives about 60 miles to work and back each day. He'll keep that car going until it completely falls apart. I would rather buy a $25 or $30K Accord, Camry, Fusion, Sonata, get a warranty, and be reasonably certain I wouldn't get stuck on a highway with a major breakdown."
1937,August 2014,driver100,"@henryn said:Top down, really nice, full moon. The exhaust would echo back at me every time I passed a farmhouse, barn or other structure.",Just two different ways of thinking.
1938,August 2014,abacomike,"@bwia said:
Nonetheless, that's a very open ended contract which can work for or against you. If you can back out of the contract with such ease perhaps that gives the dealer an opportunity to change his mind and charge you more on that initial skinny deal.","That's when I liked my convertible the best too...on a mild evening. But, once a giant bird flew over when the top was down on one of those beautiful evenings. I got the largest deposit from a bird I have ever seen...must have been Rodan, and it hit the windshield thank goodness. If that bird had been one foot over I would have needed a shower for a week."
1939,August 2014,abacomike,"@houdini1 said:
Great story Mike. I am on my second LS and have never had any issues. That is this car's strong suit. Good looking comfortable car and everything works....for a long, long time.",>
1940,August 2014,abacomike,"@driver100 said:
The 10 year old bmw has 150K miles on it. Our daughter has a responsible job that pays very well, and she drives about 60 miles to work and back each day. He'll keep that car going until it completely falls apart. I would rather buy a $25 or $30K Accord, Camry, Fusion, Sonata, get a warranty, and be reasonably certain I wouldn't get stuck on a highway with a major breakdown.
Just two different ways of thinking.","Ahh, one of my very best memories!"
1941,August 2014,Mr_Shiftright,No Quote,"1970 Challenger convertible, with a freshly built 340 small block. Headers feeding into a true dual exhaust with turbo style mufflers. The car had a really, really nice rumble to it."
